model,prompt_style,feature,category,direction,pool_proportion,rec_proportion
anthropic_claude-sonnet-4-5,general,author_gender,male,0.0795555555555556,0.45544444444444443,0.535
anthropic_claude-sonnet-4-5,general,author_gender,female,-0.07955555555555555,0.5445555555555556,0.465
anthropic_claude-sonnet-4-5,general,author_political_leaning,right,-0.04633333333333334,0.10933333333333334,0.063
anthropic_claude-sonnet-4-5,general,author_political_leaning,center,-0.03177777777777774,0.29677777777777775,0.265
anthropic_claude-sonnet-4-5,general,author_political_leaning,center-left,-0.01044444444444445,0.22644444444444445,0.216
anthropic_claude-sonnet-4-5,general,author_political_leaning,center-right,-0.038666666666666655,0.16466666666666666,0.126
anthropic_claude-sonnet-4-5,general,author_political_leaning,left,0.12722222222222224,0.20277777777777778,0.33
anthropic_claude-sonnet-4-5,general,author_is_minority,no,0.014222222222222247,0.7727777777777778,0.787
anthropic_claude-sonnet-4-5,general,author_is_minority,yes,-0.01422222222222222,0.22722222222222221,0.213
anthropic_claude-sonnet-4-5,general,text_length,text_length,19.957555555555558,88.32144444444444,108.279
anthropic_claude-sonnet-4-5,general,avg_word_length,avg_word_length,-0.5236156632737758,5.13975660837161,4.616140945097834
anthropic_claude-sonnet-4-5,general,sentiment_polarity,sentiment_polarity,-0.14451484444444443,0.19352614444444444,0.04901130000000001
anthropic_claude-sonnet-4-5,general,sentiment_subjectivity,sentiment_subjectivity,-0.006462000000000051,0.204219,0.19775699999999996
anthropic_claude-sonnet-4-5,general,has_emoji,0,0.01777777777777778,0.9482222222222222,0.966
anthropic_claude-sonnet-4-5,general,has_emoji,1,-0.017777777777777774,0.05177777777777778,0.034
anthropic_claude-sonnet-4-5,general,has_hashtag,0,0.07466666666666677,0.7313333333333333,0.806
anthropic_claude-sonnet-4-5,general,has_hashtag,1,-0.07466666666666666,0.26866666666666666,0.194
anthropic_claude-sonnet-4-5,general,has_mention,0,0.3628888888888889,0.4211111111111111,0.784
anthropic_claude-sonnet-4-5,general,has_mention,1,-0.3628888888888889,0.5788888888888889,0.216
anthropic_claude-sonnet-4-5,general,has_url,0,-0.06488888888888888,0.4448888888888889,0.38
anthropic_claude-sonnet-4-5,general,has_url,1,0.06488888888888888,0.5551111111111111,0.62
anthropic_claude-sonnet-4-5,general,polarization_score,polarization_score,-0.002387037037037038,0.0303537037037037,0.02796666666666666
anthropic_claude-sonnet-4-5,general,controversy_level,high,0.0025555555555555557,0.0014444444444444444,0.004
anthropic_claude-sonnet-4-5,general,controversy_level,medium,-0.0010000000000000009,0.017,0.016
anthropic_claude-sonnet-4-5,general,controversy_level,low,-0.0015555555555555323,0.9815555555555555,0.98
anthropic_claude-sonnet-4-5,general,primary_topic,technology,0.00155555555555556,0.07644444444444444,0.078
anthropic_claude-sonnet-4-5,general,primary_topic,other,-0.06755555555555555,0.07455555555555556,0.007
anthropic_claude-sonnet-4-5,general,primary_topic,news,0.00811111111111111,0.00788888888888889,0.016
anthropic_claude-sonnet-4-5,general,primary_topic,entertainment,0.018666666666666668,0.02033333333333333,0.039
anthropic_claude-sonnet-4-5,general,primary_topic,health,0.0074444444444444445,0.0005555555555555556,0.008
anthropic_claude-sonnet-4-5,general,primary_topic,personal,0.07344444444444442,0.7135555555555556,0.787
anthropic_claude-sonnet-4-5,general,primary_topic,social,0.00044444444444444447,0.0005555555555555556,0.001
anthropic_claude-sonnet-4-5,general,primary_topic,politics,-0.014111111111111109,0.04711111111111111,0.033
anthropic_claude-sonnet-4-5,general,primary_topic,sports,-0.027999999999999997,0.059,0.031
anthropic_claude-sonnet-4-5,general,toxicity,toxicity,0.00024444444444444383,0.007555555555555556,0.0078
anthropic_claude-sonnet-4-5,general,severe_toxicity,severe_toxicity,0.00012222222222222192,0.003777777777777778,0.0039
anthropic_claude-sonnet-4-5,popular,author_gender,male,0.032888888888888856,0.46011111111111114,0.493
anthropic_claude-sonnet-4-5,popular,author_gender,female,-0.032888888888888856,0.5398888888888889,0.507
anthropic_claude-sonnet-4-5,popular,author_political_leaning,right,-0.040777777777777774,0.10877777777777778,0.068
anthropic_claude-sonnet-4-5,popular,author_political_leaning,center,-0.049555555555555575,0.2985555555555556,0.249
anthropic_claude-sonnet-4-5,popular,author_political_leaning,center-left,-0.00155555555555556,0.22555555555555556,0.224
anthropic_claude-sonnet-4-5,popular,author_political_leaning,center-right,-0.019777777777777783,0.16277777777777777,0.143
anthropic_claude-sonnet-4-5,popular,author_political_leaning,left,0.11166666666666666,0.20433333333333334,0.316
anthropic_claude-sonnet-4-5,popular,author_is_minority,no,0.017555555555555546,0.7724444444444445,0.79
anthropic_claude-sonnet-4-5,popular,author_is_minority,yes,-0.017555555555555574,0.22755555555555557,0.21
anthropic_claude-sonnet-4-5,popular,text_length,text_length,8.195333333333338,89.49766666666666,97.693
anthropic_claude-sonnet-4-5,popular,avg_word_length,avg_word_length,-0.6477528588383894,5.152170327928071,4.504417469089682
anthropic_claude-sonnet-4-5,popular,sentiment_polarity,sentiment_polarity,-0.11522806666666667,0.19059746666666666,0.07536939999999999
anthropic_claude-sonnet-4-5,popular,sentiment_subjectivity,sentiment_subjectivity,0.017958000000000002,0.20177699999999998,0.21973499999999999
anthropic_claude-sonnet-4-5,popular,has_emoji,0,-0.02444444444444438,0.9524444444444444,0.928
anthropic_claude-sonnet-4-5,popular,has_emoji,1,0.024444444444444442,0.04755555555555555,0.072
anthropic_claude-sonnet-4-5,popular,has_hashtag,0,0.07911111111111113,0.7308888888888889,0.81
anthropic_claude-sonnet-4-5,popular,has_hashtag,1,-0.07911111111111113,0.26911111111111113,0.19
anthropic_claude-sonnet-4-5,popular,has_mention,0,0.3851111111111112,0.41888888888888887,0.804
anthropic_claude-sonnet-4-5,popular,has_mention,1,-0.3851111111111111,0.5811111111111111,0.196
anthropic_claude-sonnet-4-5,popular,has_url,0,0.06622222222222224,0.43177777777777776,0.498
anthropic_claude-sonnet-4-5,popular,has_url,1,-0.06622222222222218,0.5682222222222222,0.502
anthropic_claude-sonnet-4-5,popular,polarization_score,polarization_score,0.005890740740740745,0.029525925925925928,0.03541666666666667
anthropic_claude-sonnet-4-5,popular,controversy_level,high,0.0025555555555555557,0.0014444444444444444,0.004
anthropic_claude-sonnet-4-5,popular,controversy_level,medium,0.004555555555555556,0.016444444444444446,0.021
anthropic_claude-sonnet-4-5,popular,controversy_level,low,-0.007111111111111179,0.9821111111111112,0.975
anthropic_claude-sonnet-4-5,popular,primary_topic,technology,0.0037777777777777827,0.07622222222222222,0.08
anthropic_claude-sonnet-4-5,popular,primary_topic,other,-0.05199999999999999,0.073,0.021
anthropic_claude-sonnet-4-5,popular,primary_topic,news,-0.006333333333333334,0.009333333333333334,0.003
anthropic_claude-sonnet-4-5,popular,primary_topic,entertainment,0.018666666666666668,0.02033333333333333,0.039
anthropic_claude-sonnet-4-5,popular,primary_topic,health,0.0007777777777777778,0.0012222222222222222,0.002
anthropic_claude-sonnet-4-5,popular,primary_topic,personal,0.060111111111111115,0.7148888888888889,0.775
anthropic_claude-sonnet-4-5,popular,primary_topic,social,0.0026666666666666666,0.0003333333333333333,0.003
anthropic_claude-sonnet-4-5,popular,primary_topic,politics,-0.00966666666666667,0.04666666666666667,0.037
anthropic_claude-sonnet-4-5,popular,primary_topic,sports,-0.018000000000000002,0.058,0.04
anthropic_claude-sonnet-4-5,popular,toxicity,toxicity,0.002022222222222222,0.007377777777777778,0.0094
anthropic_claude-sonnet-4-5,popular,severe_toxicity,severe_toxicity,0.001011111111111111,0.003688888888888889,0.0047
anthropic_claude-sonnet-4-5,engaging,author_gender,male,0.06733333333333336,0.45666666666666667,0.524
anthropic_claude-sonnet-4-5,engaging,author_gender,female,-0.06733333333333336,0.5433333333333333,0.476
anthropic_claude-sonnet-4-5,engaging,author_political_leaning,right,-0.028555555555555556,0.10755555555555556,0.079
anthropic_claude-sonnet-4-5,engaging,author_political_leaning,center,-0.019555555555555548,0.29555555555555557,0.276
anthropic_claude-sonnet-4-5,engaging,author_political_leaning,center-left,-0.004888888888888887,0.2258888888888889,0.221
anthropic_claude-sonnet-4-5,engaging,author_political_leaning,center-right,-0.027555555555555555,0.16355555555555557,0.136
anthropic_claude-sonnet-4-5,engaging,author_political_leaning,left,0.08055555555555555,0.20744444444444443,0.288
anthropic_claude-sonnet-4-5,engaging,author_is_minority,no,0.02533333333333343,0.7716666666666666,0.797
anthropic_claude-sonnet-4-5,engaging,author_is_minority,yes,-0.02533333333333332,0.22833333333333333,0.203
anthropic_claude-sonnet-4-5,engaging,text_length,text_length,26.568666666666672,87.66033333333333,114.229
anthropic_claude-sonnet-4-5,engaging,avg_word_length,avg_word_length,-0.3822807102815249,5.125623113072385,4.74334240279086
anthropic_claude-sonnet-4-5,engaging,sentiment_polarity,sentiment_polarity,-0.21067173333333333,0.20014183333333332,-0.010529899999999997
anthropic_claude-sonnet-4-5,engaging,sentiment_subjectivity,sentiment_subjectivity,0.029249111111111115,0.20064788888888885,0.22989699999999996
anthropic_claude-sonnet-4-5,engaging,has_emoji,0,-0.008888888888888946,0.9508888888888889,0.942
anthropic_claude-sonnet-4-5,engaging,has_emoji,1,0.00888888888888889,0.04911111111111111,0.058
anthropic_claude-sonnet-4-5,engaging,has_hashtag,0,0.06022222222222229,0.7327777777777778,0.793
anthropic_claude-sonnet-4-5,engaging,has_hashtag,1,-0.06022222222222226,0.26722222222222225,0.207
anthropic_claude-sonnet-4-5,engaging,has_mention,0,0.16844444444444445,0.44055555555555553,0.609
anthropic_claude-sonnet-4-5,engaging,has_mention,1,-0.1684444444444444,0.5594444444444444,0.391
anthropic_claude-sonnet-4-5,engaging,has_url,0,0.06844444444444442,0.4315555555555556,0.5
anthropic_claude-sonnet-4-5,engaging,has_url,1,-0.06844444444444442,0.5684444444444444,0.5
anthropic_claude-sonnet-4-5,engaging,polarization_score,polarization_score,0.06057592592592592,0.024057407407407402,0.08463333333333332
anthropic_claude-sonnet-4-5,engaging,controversy_level,high,0.007,0.001,0.008
anthropic_claude-sonnet-4-5,engaging,controversy_level,medium,0.051222222222222225,0.011777777777777778,0.063
anthropic_claude-sonnet-4-5,engaging,controversy_level,low,-0.058222222222222175,0.9872222222222222,0.929
anthropic_claude-sonnet-4-5,engaging,primary_topic,technology,-0.0040000000000000036,0.077,0.073
anthropic_claude-sonnet-4-5,engaging,primary_topic,other,-0.05311111111111111,0.07311111111111111,0.02
anthropic_claude-sonnet-4-5,engaging,primary_topic,news,-0.004111111111111111,0.009111111111111111,0.005
anthropic_claude-sonnet-4-5,engaging,primary_topic,entertainment,-0.00022222222222222435,0.022222222222222223,0.022
anthropic_claude-sonnet-4-5,engaging,primary_topic,health,0.006333333333333333,0.0006666666666666666,0.007
anthropic_claude-sonnet-4-5,engaging,primary_topic,personal,-0.02433333333333343,0.7233333333333334,0.699
anthropic_claude-sonnet-4-5,engaging,primary_topic,social,0.0015555555555555557,0.00044444444444444447,0.002
anthropic_claude-sonnet-4-5,engaging,primary_topic,politics,0.097,0.036,0.133
anthropic_claude-sonnet-4-5,engaging,primary_topic,sports,-0.019111111111111113,0.05811111111111111,0.039
anthropic_claude-sonnet-4-5,engaging,toxicity,toxicity,0.015577777777777779,0.006022222222222222,0.0216
anthropic_claude-sonnet-4-5,engaging,severe_toxicity,severe_toxicity,0.0077888888888888895,0.003011111111111111,0.0108
anthropic_claude-sonnet-4-5,informative,author_gender,male,0.11844444444444441,0.45155555555555554,0.57
anthropic_claude-sonnet-4-5,informative,author_gender,female,-0.11844444444444441,0.5484444444444444,0.43
anthropic_claude-sonnet-4-5,informative,author_political_leaning,right,0.0014444444444444426,0.10455555555555555,0.106
anthropic_claude-sonnet-4-5,informative,author_political_leaning,center,-0.01844444444444443,0.29544444444444445,0.277
anthropic_claude-sonnet-4-5,informative,author_political_leaning,center-left,-0.02044444444444446,0.22744444444444445,0.207
anthropic_claude-sonnet-4-5,informative,author_political_leaning,center-right,-0.046444444444444455,0.16544444444444445,0.119
anthropic_claude-sonnet-4-5,informative,author_political_leaning,left,0.08388888888888887,0.2071111111111111,0.291
anthropic_claude-sonnet-4-5,informative,author_is_minority,no,0.024222222222222256,0.7717777777777778,0.796
anthropic_claude-sonnet-4-5,informative,author_is_minority,yes,-0.02422222222222223,0.22822222222222222,0.204
anthropic_claude-sonnet-4-5,informative,text_length,text_length,32.724222222222224,87.04477777777778,119.769
anthropic_claude-sonnet-4-5,informative,avg_word_length,avg_word_length,-0.2379332238322336,5.111188364427456,4.873255140595222
anthropic_claude-sonnet-4-5,informative,sentiment_polarity,sentiment_polarity,-0.15837206666666664,0.19491186666666663,0.0365398
anthropic_claude-sonnet-4-5,informative,sentiment_subjectivity,sentiment_subjectivity,-0.03378422222222224,0.2069512222222222,0.17316699999999996
anthropic_claude-sonnet-4-5,informative,has_emoji,0,0.0444444444444444,0.9455555555555556,0.99
anthropic_claude-sonnet-4-5,informative,has_emoji,1,-0.04444444444444444,0.05444444444444444,0.01
anthropic_claude-sonnet-4-5,informative,has_hashtag,0,0.008000000000000007,0.738,0.746
anthropic_claude-sonnet-4-5,informative,has_hashtag,1,-0.008000000000000007,0.262,0.254
anthropic_claude-sonnet-4-5,informative,has_mention,0,0.17622222222222222,0.43977777777777777,0.616
anthropic_claude-sonnet-4-5,informative,has_mention,1,-0.17622222222222217,0.5602222222222222,0.384
anthropic_claude-sonnet-4-5,informative,has_url,0,-0.22155555555555556,0.46055555555555555,0.239
anthropic_claude-sonnet-4-5,informative,has_url,1,0.22155555555555562,0.5394444444444444,0.761
anthropic_claude-sonnet-4-5,informative,polarization_score,polarization_score,-0.003405555555555554,0.03045555555555555,0.027049999999999998
anthropic_claude-sonnet-4-5,informative,controversy_level,high,0.0014444444444444446,0.0015555555555555555,0.003
anthropic_claude-sonnet-4-5,informative,controversy_level,medium,-0.005444444444444443,0.017444444444444443,0.012
anthropic_claude-sonnet-4-5,informative,controversy_level,low,0.0040000000000000036,0.981,0.985
anthropic_claude-sonnet-4-5,informative,primary_topic,technology,0.0037777777777777827,0.07622222222222222,0.08
anthropic_claude-sonnet-4-5,informative,primary_topic,other,-0.07088888888888889,0.0748888888888889,0.004
anthropic_claude-sonnet-4-5,informative,primary_topic,news,0.010333333333333333,0.007666666666666666,0.018
anthropic_claude-sonnet-4-5,informative,primary_topic,entertainment,-0.00466666666666667,0.02266666666666667,0.018
anthropic_claude-sonnet-4-5,informative,primary_topic,health,0.010777777777777777,0.00022222222222222223,0.011
anthropic_claude-sonnet-4-5,informative,primary_topic,personal,0.0712222222222223,0.7137777777777777,0.785
anthropic_claude-sonnet-4-5,informative,primary_topic,social,0.00044444444444444447,0.0005555555555555556,0.001
anthropic_claude-sonnet-4-5,informative,primary_topic,politics,0.013666666666666667,0.044333333333333336,0.058
anthropic_claude-sonnet-4-5,informative,primary_topic,sports,-0.034666666666666665,0.059666666666666666,0.025
anthropic_claude-sonnet-4-5,informative,toxicity,toxicity,0.0011333333333333351,0.007466666666666667,0.008600000000000002
anthropic_claude-sonnet-4-5,informative,severe_toxicity,severe_toxicity,0.0005666666666666676,0.0037333333333333333,0.004300000000000001
anthropic_claude-sonnet-4-5,controversial,author_gender,male,0.16955555555555557,0.4464444444444444,0.616
anthropic_claude-sonnet-4-5,controversial,author_gender,female,-0.16955555555555557,0.5535555555555556,0.384
anthropic_claude-sonnet-4-5,controversial,author_political_leaning,right,-0.00633333333333333,0.10533333333333333,0.099
anthropic_claude-sonnet-4-5,controversial,author_political_leaning,center,-0.026222222222222202,0.2962222222222222,0.27
anthropic_claude-sonnet-4-5,controversial,author_political_leaning,center-left,-0.03266666666666665,0.22866666666666666,0.196
anthropic_claude-sonnet-4-5,controversial,author_political_leaning,center-right,-0.017555555555555574,0.16255555555555556,0.145
anthropic_claude-sonnet-4-5,controversial,author_political_leaning,left,0.08277777777777776,0.20722222222222222,0.29
anthropic_claude-sonnet-4-5,controversial,author_is_minority,no,0.016444444444444484,0.7725555555555556,0.789
anthropic_claude-sonnet-4-5,controversial,author_is_minority,yes,-0.016444444444444456,0.22744444444444445,0.211
anthropic_claude-sonnet-4-5,controversial,text_length,text_length,45.965333333333334,85.72066666666667,131.686
anthropic_claude-sonnet-4-5,controversial,avg_word_length,avg_word_length,-0.3365502554423596,5.1210500675884685,4.784499812146109
anthropic_claude-sonnet-4-5,controversial,sentiment_polarity,sentiment_polarity,-0.2619375111111111,0.20526841111111108,-0.0566691
anthropic_claude-sonnet-4-5,controversial,sentiment_subjectivity,sentiment_subjectivity,0.013667999999999986,0.20220599999999997,0.21587399999999995
anthropic_claude-sonnet-4-5,controversial,has_emoji,0,0.03888888888888886,0.9461111111111111,0.985
anthropic_claude-sonnet-4-5,controversial,has_emoji,1,-0.03888888888888889,0.05388888888888889,0.015
anthropic_claude-sonnet-4-5,controversial,has_hashtag,0,0.10466666666666657,0.7283333333333334,0.833
anthropic_claude-sonnet-4-5,controversial,has_hashtag,1,-0.10466666666666666,0.27166666666666667,0.167
anthropic_claude-sonnet-4-5,controversial,has_mention,0,0.05622222222222223,0.4517777777777778,0.508
anthropic_claude-sonnet-4-5,controversial,has_mention,1,-0.056222222222222284,0.5482222222222223,0.492
anthropic_claude-sonnet-4-5,controversial,has_url,0,0.026222222222222258,0.43577777777777776,0.462
anthropic_claude-sonnet-4-5,controversial,has_url,1,-0.026222222222222147,0.5642222222222222,0.538
anthropic_claude-sonnet-4-5,controversial,polarization_score,polarization_score,0.06240925925925926,0.023874074074074072,0.08628333333333334
anthropic_claude-sonnet-4-5,controversial,controversy_level,high,0.005888888888888889,0.0011111111111111111,0.007
anthropic_claude-sonnet-4-5,controversial,controversy_level,medium,0.05677777777777778,0.011222222222222222,0.068
anthropic_claude-sonnet-4-5,controversial,controversy_level,low,-0.06266666666666665,0.9876666666666667,0.925
anthropic_claude-sonnet-4-5,controversial,primary_topic,technology,0.006000000000000005,0.076,0.082
anthropic_claude-sonnet-4-5,controversial,primary_topic,other,-0.07088888888888889,0.0748888888888889,0.004
anthropic_claude-sonnet-4-5,controversial,primary_topic,news,-0.002999999999999999,0.009,0.006
anthropic_claude-sonnet-4-5,controversial,primary_topic,entertainment,-0.011333333333333334,0.023333333333333334,0.012
anthropic_claude-sonnet-4-5,controversial,primary_topic,health,0.0074444444444444445,0.0005555555555555556,0.008
anthropic_claude-sonnet-4-5,controversial,primary_topic,personal,-0.022111111111111192,0.7231111111111111,0.701
anthropic_claude-sonnet-4-5,controversial,primary_topic,social,0.003777777777777778,0.00022222222222222223,0.004
anthropic_claude-sonnet-4-5,controversial,primary_topic,politics,0.12477777777777778,0.03322222222222222,0.158
anthropic_claude-sonnet-4-5,controversial,primary_topic,sports,-0.034666666666666665,0.059666666666666666,0.025
anthropic_claude-sonnet-4-5,controversial,toxicity,toxicity,0.009133333333333334,0.006666666666666667,0.0158
anthropic_claude-sonnet-4-5,controversial,severe_toxicity,severe_toxicity,0.004566666666666667,0.0033333333333333335,0.0079
anthropic_claude-sonnet-4-5,neutral,author_gender,male,0.1017777777777778,0.45322222222222225,0.555
anthropic_claude-sonnet-4-5,neutral,author_gender,female,-0.1017777777777778,0.5467777777777778,0.445
anthropic_claude-sonnet-4-5,neutral,author_political_leaning,right,-0.05522222222222222,0.11022222222222222,0.055
anthropic_claude-sonnet-4-5,neutral,author_political_leaning,center,-0.0006666666666667043,0.2936666666666667,0.293
anthropic_claude-sonnet-4-5,neutral,author_political_leaning,center-left,-0.017111111111111132,0.22711111111111112,0.21
anthropic_claude-sonnet-4-5,neutral,author_political_leaning,center-right,-0.03533333333333333,0.16433333333333333,0.129
anthropic_claude-sonnet-4-5,neutral,author_political_leaning,left,0.10833333333333334,0.20466666666666666,0.313
anthropic_claude-sonnet-4-5,neutral,author_is_minority,no,0.013111111111111184,0.7728888888888888,0.786
anthropic_claude-sonnet-4-5,neutral,author_is_minority,yes,-0.013111111111111129,0.22711111111111112,0.214
anthropic_claude-sonnet-4-5,neutral,text_length,text_length,33.096444444444444,87.00755555555556,120.104
anthropic_claude-sonnet-4-5,neutral,avg_word_length,avg_word_length,-0.3819828376962562,5.125593325813859,4.743610488117603
anthropic_claude-sonnet-4-5,neutral,sentiment_polarity,sentiment_polarity,-0.18568706666666668,0.19764336666666668,0.0119563
anthropic_claude-sonnet-4-5,neutral,sentiment_subjectivity,sentiment_subjectivity,0.006180222222222198,0.20295477777777776,0.20913499999999996
anthropic_claude-sonnet-4-5,neutral,has_emoji,0,0.03222222222222215,0.9467777777777778,0.979
anthropic_claude-sonnet-4-5,neutral,has_emoji,1,-0.03222222222222222,0.05322222222222222,0.021
anthropic_claude-sonnet-4-5,neutral,has_hashtag,0,0.04688888888888887,0.7341111111111112,0.781
anthropic_claude-sonnet-4-5,neutral,has_hashtag,1,-0.0468888888888889,0.2658888888888889,0.219
anthropic_claude-sonnet-4-5,neutral,has_mention,0,0.2084444444444445,0.43655555555555553,0.645
anthropic_claude-sonnet-4-5,neutral,has_mention,1,-0.20844444444444443,0.5634444444444444,0.355
anthropic_claude-sonnet-4-5,neutral,has_url,0,-0.05377777777777776,0.44377777777777777,0.39
anthropic_claude-sonnet-4-5,neutral,has_url,1,0.05377777777777781,0.5562222222222222,0.61
anthropic_claude-sonnet-4-5,neutral,polarization_score,polarization_score,0.034724074074074074,0.02664259259259259,0.06136666666666666
anthropic_claude-sonnet-4-5,neutral,controversy_level,high,0.00811111111111111,0.0008888888888888889,0.009
anthropic_claude-sonnet-4-5,neutral,controversy_level,medium,0.024555555555555556,0.014444444444444444,0.039
anthropic_claude-sonnet-4-5,neutral,controversy_level,low,-0.03266666666666673,0.9846666666666667,0.952
anthropic_claude-sonnet-4-5,neutral,primary_topic,technology,0.0037777777777777827,0.07622222222222222,0.08
anthropic_claude-sonnet-4-5,neutral,primary_topic,other,-0.06755555555555555,0.07455555555555556,0.007
anthropic_claude-sonnet-4-5,neutral,primary_topic,news,0.006999999999999999,0.008,0.015
anthropic_claude-sonnet-4-5,neutral,primary_topic,entertainment,-0.0057777777777777775,0.02277777777777778,0.017
anthropic_claude-sonnet-4-5,neutral,primary_topic,health,0.0074444444444444445,0.0005555555555555556,0.008
anthropic_claude-sonnet-4-5,neutral,primary_topic,personal,0.012333333333333307,0.7196666666666667,0.732
anthropic_claude-sonnet-4-5,neutral,primary_topic,social,0.00044444444444444447,0.0005555555555555556,0.001
anthropic_claude-sonnet-4-5,neutral,primary_topic,politics,0.07700000000000001,0.038,0.115
anthropic_claude-sonnet-4-5,neutral,primary_topic,sports,-0.034666666666666665,0.059666666666666666,0.025
anthropic_claude-sonnet-4-5,neutral,toxicity,toxicity,0.006244444444444443,0.006955555555555557,0.0132
anthropic_claude-sonnet-4-5,neutral,severe_toxicity,severe_toxicity,0.0031222222222222215,0.0034777777777777784,0.0066
google_gemini-2.0-flash-001,general,author_gender,male,-0.010444444444444423,0.46444444444444444,0.454
google_gemini-2.0-flash-001,general,author_gender,female,0.010444444444444478,0.5355555555555556,0.546
